Age,AnnualIncome,CreditScore,EducationLevel,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,EmploymentStatus_Self-Employed,EmploymentStatus_Unemployed,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,HomeOwnershipStatus_Other,HomeOwnershipStatus_Own,HomeOwnershipStatus_Rent,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,LoanApproved
30,41344,609,3,5,26752,48,0,440,0,5,1,0,0,0,27,1,2650,218,24045,13635,3445,0,2,10410,0,0,782,0,58,0,0,0,0,1,0,0,0,0,0,0,0,0
31,57686,575,2,10,36937,120,2,849,0,1,0,0,0,0,23,26,6553,1575,12144,65699,4807,0,2,5180,0,0,856,0,55,0,0,1,0,0,0,0,1,0,0,0,0,0
53,155463,451,3,28,5328,36,0,310,0,3,1,0,0,0,33,9,1240,303,64255,5353,12955,0,10,58902,0,0,210,0,40,0,1,1,0,0,0,0,0,0,0,0,0,1
36,21787,490,2,17,18114,24,2,352,0,3,1,0,0,0,22,2,3232,2019,475791,14165,1815,0,3,461626,0,0,952,0,57,0,0,1,0,0,0,0,1,1,0,0,0,0
53,32344,598,1,33,19506,120,2,316,0,5,1,0,0,0,24,18,695,4800,39853,69535,2695,0,3,8583,0,0,479,0,53,0,0,1,0,0,0,1,0,0,0,1,0,0
42,38359,601,1,17,26492,60,1,207,0,2,1,0,0,0,21,16,5313,8308,155950,1716,3196,0,7,154234,0,0,820,0,50,0,0,0,0,0,0,0,1,1,0,0,0,0
37,94266,508,2,11,44312,36,0,446,0,4,1,0,0,0,23,1,2726,2384,153079,20083,7855,0,9,132996,0,0,1790,0,48,0,0,0,0,0,1,0,0,0,1,0,0,0
49,79266,643,3,25,22871,48,3,465,0,1,1,0,0,0,33,16,8556,2308,285353,10363,6605,0,3,274990,0,0,665,0,35,0,0,1,0,0,0,0,1,0,0,0,1,1
33,373724,639,5,11,13107,96,0,347,0,1,1,0,0,0,22,15,2766,1513,38026,14933,17111,0,7,23093,0,0,292,0,40,0,0,1,0,0,0,1,0,0,0,1,0,1
43,38336,590,3,22,24538,60,2,491,0,4,0,0,0,0,25,25,2495,1125,59497,39914,3194,0,3,19583,0,0,685,0,59,0,0,1,0,0,0,1,0,0,0,0,0,0
46,40458,452,1,24,17426,48,3,408,0,4,0,0,1,0,25,4,7996,969,131430,15250,3371,0,4,116180,0,0,620,0,65,0,0,0,1,0,0,1,0,0,0,1,0,0
18,56700,494,2,0,23154,72,0,689,0,1,0,0,0,1,32,4,1414,1031,999381,17370,4725,0,3,982011,0,0,721,0,43,0,0,1,0,0,0,0,1,1,0,0,0,1
29,36963,598,5,5,26761,48,2,361,0,2,2,0,0,0,35,20,8923,1003,210008,66865,3080,0,6,143143,0,0,846,0,53,0,0,0,0,0,0,0,0,0,0,1,0,0
40,108907,628,3,18,14641,60,0,263,0,4,0,0,0,0,22,20,7280,2488,45980,87854,9075,0,2,5023,0,0,403,0,39,0,1,1,0,0,1,0,0,0,0,1,0,1
29,33630,600,1,9,42409,48,1,285,0,3,0,0,0,0,27,23,5294,1433,76400,1702,2802,0,5,74698,0,0,1438,0,45,0,0,1,0,0,0,1,0,0,0,0,0,0
18,37338,417,1,0,32870,60,3,386,0,2,0,0,0,0,28,4,816,708,18469,12314,3111,0,3,6155,0,0,1166,0,55,0,0,0,1,0,0,1,0,0,1,0,0,0
25,117928,603,5,3,40694,60,2,569,0,1,1,0,0,0,30,4,679,758,41441,49806,9827,0,5,1420,0,0,1203,0,50,0,0,1,0,0,0,1,0,0,0,1,0,0
39,60328,536,4,17,21254,48,2,321,0,2,1,0,0,0,18,12,1693,1061,57037,16229,5027,0,4,40808,0,0,691,0,40,0,0,0,1,0,1,0,0,1,0,0,0,1
30,47818,617,4,8,23250,48,2,816,0,0,0,0,0,0,31,24,1388,1680,160927,57264,3984,0,6,103663,0,0,706,0,44,0,0,1,0,0,0,0,0,0,1,0,0,0
50,15918,506,1,27,22475,60,0,383,0,4,2,0,1,0,23,6,4538,912,875659,21857,1326,0,4,853802,0,0,691,0,58,0,0,0,1,0,0,0,0,0,0,0,0,0
46,44957,624,2,24,12681,24,0,292,0,1,5,0,0,0,17,25,3319,605,38361,127845,3746,0,3,4368,0,0,629,0,39,0,0,1,0,0,0,1,0,1,0,0,0,1
44,121955,654,5,19,20937,36,0,343,0,1,0,0,0,0,19,27,741,555,37532,99859,10162,0,4,8257,0,0,764,0,40,1,0,0,0,0,0,0,0,1,0,0,0,1
51,26746,592,2,29,17623,48,0,714,0,5,0,0,0,0,29,16,14620,493,145575,10606,2228,0,2,134969,0,0,554,0,47,0,0,1,0,0,0,0,0,0,1,0,0,0
45,43616,660,5,24,30028,48,0,587,0,2,0,0,0,0,28,29,23962,282,320648,30214,3634,0,5,290434,0,0,923,0,45,0,0,0,1,0,1,0,0,0,0,1,0,0
32,61001,593,2,10,13909,48,0,603,0,3,3,0,0,0,24,18,3617,8487,84931,6933,5083,0,2,77998,0,0,415,0,44,0,0,1,0,0,0,0,0,0,1,0,0,1
35,116372,547,2,10,12839,48,4,326,0,1,1,0,0,0,19,25,4595,223,223676,237699,9697,0,1,5563,0,0,405,0,38,0,0,0,0,0,0,1,0,0,0,0,0,1
54,42850,593,2,31,12429,48,1,538,0,3,2,0,0,1,18,3,699,740,28114,150838,3570,0,2,3816,0,0,379,0,60,0,0,1,0,0,0,0,1,0,1,0,0,0
22,40208,543,3,0,15184,12,4,228,0,3,4,0,0,0,21,23,5123,1135,64896,31577,3350,0,2,33319,0,0,1401,0,51,0,0,1,0,0,0,1,0,0,0,1,0,0
35,60044,623,4,13,18464,36,0,377,0,2,2,0,0,1,17,6,2124,312,20453,51165,5003,0,5,10931,0,0,682,0,57,0,0,0,0,0,0,0,0,1,0,0,0,0
18,71446,497,4,0,25012,36,2,151,0,1,0,0,1,0,26,1,2430,713,9783,6958,5953,0,7,2825,0,0,996,0,70,0,0,1,0,0,0,1,0,1,0,0,0,0
43,88198,626,1,18,42494,84,0,474,0,2,1,0,0,0,18,13,3441,1378,460947,120883,7349,0,5,340064,0,0,1091,0,40,0,0,1,0,0,0,0,0,0,0,1,0,0
48,118598,652,2,24,23509,48,0,240,0,4,2,0,0,0,19,6,5938,10583,151684,21067,9883,0,3,130617,0,0,719,0,32,0,0,1,0,0,1,0,0,0,0,1,0,1
48,101829,609,1,23,34860,84,0,651,0,1,2,0,0,0,21,29,1232,1206,513639,7280,8485,0,6,506359,0,0,812,0,32,0,0,1,0,0,0,1,0,0,0,0,1,1
34,107325,520,1,11,18687,60,0,117,0,0,2,0,0,0,24,4,13390,1279,71157,15677,8943,0,6,55480,0,0,564,0,39,0,0,1,0,0,0,1,0,0,1,0,0,1
45,31577,595,1,25,21798,60,5,227,0,8,0,0,0,0,33,6,4288,421,26516,20188,2631,0,1,6328,0,0,613,0,55,0,0,0,0,0,0,1,0,0,0,1,0,0
49,40642,566,5,26,22033,48,5,223,0,1,0,0,1,0,19,6,2771,5819,185292,70788,3386,0,4,114504,0,0,704,0,68,0,0,0,1,0,0,0,1,0,0,1,0,0
43,49167,522,1,21,9548,24,5,449,0,3,1,0,0,0,21,16,9112,326,65124,7724,4097,0,0,57400,0,0,513,0,49,0,0,0,1,0,0,0,0,0,0,0,0,0
18,45149,392,2,0,29248,12,1,324,0,2,1,0,0,0,18,9,3043,935,94186,27596,3762,0,3,66590,0,0,2864,0,52,0,0,1,0,0,0,0,0,0,0,0,1,0
38,27863,529,1,16,14724,36,0,278,0,3,1,0,0,0,33,3,7882,2833,156668,13821,2321,0,3,142847,0,0,577,0,50,0,0,1,0,0,0,0,0,0,0,1,0,0
49,22890,565,2,26,26072,60,2,558,0,4,2,0,0,0,23,9,2326,2783,469011,19820,1907,0,7,449191,0,0,774,0,47,0,0,1,0,0,0,0,0,0,0,0,0,0
35,36984,573,3,13,20955,48,2,388,0,0,2,0,0,0,18,20,13100,4170,45241,69878,3082,0,1,4405,0,0,671,0,53,0,0,1,0,0,0,1,0,0,0,0,0,0
33,32619,484,3,9,34269,72,3,303,0,4,0,0,0,1,21,27,2786,511,121741,9830,2718,0,5,111911,0,0,1044,0,54,0,0,0,1,0,0,0,0,1,0,0,0,0
36,61877,585,2,14,15413,60,2,226,0,1,0,0,1,0,41,25,3424,1638,56937,9901,5156,0,2,47036,0,0,418,0,62,0,0,1,0,0,0,0,0,0,0,1,0,0
56,44147,609,2,34,7766,72,0,662,0,2,1,0,0,1,9,28,5224,1883,41832,27828,3678,0,3,14004,0,0,189,0,57,0,0,0,0,0,0,0,0,0,0,1,0,0
31,70370,483,3,7,14113,36,1,287,0,1,0,0,0,0,29,17,3651,366,344856,17018,5864,0,4,327838,0,0,583,0,36,0,0,1,0,0,0,0,1,0,0,1,0,1
46,66144,552,3,26,18505,60,1,585,0,4,1,0,0,0,24,28,8889,3389,52413,3740,5512,0,5,48673,0,0,578,0,50,0,0,0,0,1,0,1,0,0,0,0,0,0
26,24628,495,1,2,28768,60,2,298,0,2,0,0,0,0,19,9,2708,155,69132,44285,2052,0,7,24847,0,0,917,0,60,0,0,1,0,0,0,1,0,0,1,0,0,0
47,40845,503,1,23,38199,36,0,425,0,2,0,0,0,1,18,29,907,835,85069,24792,3403,0,4,60277,0,0,1656,0,58,0,0,1,0,0,0,0,1,0,0,1,0,0
62,259278,576,3,37,21480,36,0,475,0,3,2,0,0,0,20,12,14355,267,136162,10914,21606,0,7,125248,0,0,841,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1
40,134276,546,2,17,18188,60,2,449,0,5,0,0,0,0,23,16,956,1720,44768,5478,6083,0,1,39290,0,0,536,0,54,0,0,1,0,0,0,0,0,0,1,0,0,0
44,57444,542,3,23,18900,60,3,225,0,3,1,0,0,0,31,7,815,3007,192414,31206,4787,0,5,161208,0,0,524,0,40,0,0,1,0,0,0,0,0,0,0,1,0,1
49,66424,548,3,25,21551,72,0,565,0,2,1,0,0,0,27,3,3015,5356,31998,24816,5535,0,3,7182,0,0,531,0,44,0,0,1,0,0,0,0,1,0,1,0,0,1
36,113253,539,3,13,20647,36,3,357,0,2,1,0,0,0,27,16,378,858,56283,8714,9437,0,3,47569,0,0,808,0,45,0,0,0,1,0,0,1,0,0,0,1,0,1
41,24914,600,3,21,20607,60,0,185,0,1,1,0,0,0,25,4,13350,5113,89392,14260,2076,0,3,75132,0,0,567,0,53,0,0,1,0,0,0,0,0,1,0,0,0,0
31,22577,617,4,10,21784,60,2,278,0,3,1,0,0,0,27,18,5424,150,91059,47499,1881,0,5,43560,0,0,586,0,52,0,0,1,0,0,0,0,0,1,0,0,0,0
54,50776,648,3,30,11255,60,1,661,0,1,1,0,0,0,25,19,9351,3424,30629,31023,4231,0,7,2796,0,0,291,0,44,0,0,0,1,0,0,0,0,0,1,0,0,1
71,102162,627,5,49,18621,48,0,884,0,2,0,0,0,0,25,6,4396,708,42236,37258,8513,0,2,4978,0,0,582,0,44,0,0,1,0,0,0,0,0,0,0,1,0,1
35,43412,518,2,13,11969,48,2,326,0,5,2,0,0,0,29,29,2109,310,60605,59936,3617,0,5,5734,0,0,380,0,40,0,0,1,0,0,0,0,0,0,0,0,1,1
34,63787,585,3,9,16788,108,2,315,0,0,1,0,0,0,22,26,11746,903,54752,51125,5315,0,6,3627,0,0,410,0,61,0,1,0,1,0,0,1,0,0,0,0,0,0
28,40198,500,1,3,18242,60,1,252,0,3,1,0,1,0,21,10,4664,1353,159943,29250,3349,0,5,130693,0,0,558,0,61,0,1,1,0,0,1,0,0,0,0,1,0,0
33,52809,633,1,10,29256,60,0,668,0,2,1,0,0,0,36,2,816,1179,73515,18982,4400,0,6,54533,0,0,849,0,56,0,0,0,0,0,0,0,0,0,0,1,0,0
33,51935,501,1,10,18526,36,0,371,0,1,3,0,0,0,26,4,1980,744,70284,3027,4327,0,7,67257,0,0,783,0,52,0,0,1,0,0,0,0,0,1,0,0,0,0
34,41702,581,4,14,7573,60,1,167,0,3,0,0,0,0,29,15,4447,1227,14000,27441,3475,0,8,6602,0,0,201,0,47,0,1,0,1,0,0,0,0,0,0,0,1,1
39,155598,617,4,16,20062,96,5,264,0,2,1,0,0,0,26,2,1036,847,26291,11295,12966,0,3,14996,0,0,529,0,40,0,0,1,0,0,1,0,0,0,0,0,1,1
30,94145,561,2,6,18221,48,0,707,0,6,2,0,0,0,29,20,1520,3463,38648,16702,7845,0,6,21946,0,0,578,0,41,0,0,1,0,0,0,0,1,1,0,0,0,1
49,32866,595,2,31,14972,60,5,459,0,2,1,0,0,0,28,16,407,1229,159904,43832,2738,0,9,116072,0,0,448,0,47,0,0,0,0,0,0,0,1,0,0,1,0,0
35,57313,478,3,11,11291,48,4,611,0,4,0,0,0,0,22,8,2429,544,282117,16554,4776,0,5,265563,0,0,382,0,41,0,0,0,1,0,0,0,0,1,0,0,0,1
35,15000,571,2,9,6640,108,2,572,0,3,2,0,0,0,37,23,786,190,14371,59263,1250,0,2,5164,0,0,178,0,54,0,0,0,1,0,0,0,0,0,0,1,0,0
50,33212,599,1,26,52675,96,1,386,0,2,1,0,0,0,33,22,1827,1489,66212,43154,2767,0,6,23058,0,0,1530,0,59,0,0,0,0,0,0,0,1,0,0,0,0,0
23,60195,585,4,0,29848,36,1,577,0,1,2,0,0,0,20,25,2331,1699,26672,35557,5016,0,2,4391,0,0,1165,0,49,0,0,1,0,0,0,0,0,0,0,0,1,0
44,44737,560,1,21,50337,48,1,428,0,3,1,0,0,0,23,5,4954,260,124287,97823,3728,0,6,26464,0,0,1749,0,52,0,0,1,0,0,0,0,0,1,0,0,0,0
40,15031,538,2,16,47784,60,1,550,0,4,0,0,0,0,26,9,2319,2734,88467,6740,1252,0,8,81727,0,0,1476,1,53,0,0,0,0,0,0,0,0,0,1,0,0,0
42,28239,526,1,24,24857,36,3,462,0,1,1,0,0,0,25,13,5506,376,51958,21581,2353,0,7,30377,0,0,1036,0,58,0,0,1,0,0,0,0,1,0,0,1,0,0
51,63007,551,3,31,21047,36,1,226,0,6,0,0,0,0,19,23,7001,2014,266488,35846,5250,0,5,230642,0,0,799,0,38,0,0,1,0,0,0,0,0,0,1,0,0,1
28,100692,577,3,6,30682,36,0,125,0,5,2,0,0,0,16,7,5426,2681,17670,16492,8391,0,3,1178,0,0,1200,0,52,0,1,1,0,0,0,0,0,1,0,0,0,0
33,88514,581,4,9,11302,96,0,339,0,8,3,0,0,0,27,28,3132,742,16228,9854,7376,0,4,6374,0,0,273,0,43,0,1,1,0,0,0,0,0,0,0,1,0,1
56,36138,616,2,31,31075,48,0,225,0,3,1,0,0,0,30,20,732,953,13508,72435,3011,0,6,6950,0,0,946,0,48,0,0,1,0,0,0,0,1,0,0,1,0,0
41,37992,527,1,18,20360,36,1,345,0,1,2,0,0,0,29,10,2061,533,53475,38738,3166,0,1,14737,0,0,809,0,57,0,0,0,1,0,0,0,1,0,0,1,0,0
24,88370,532,1,1,29675,48,3,263,0,8,0,0,0,0,27,26,1920,696,131773,6020,7364,0,10,125753,0,0,1086,0,45,0,0,1,0,0,0,0,1,0,0,0,1,0
25,15000,457,1,4,29727,36,3,712,0,4,0,0,0,0,27,1,1443,1316,55234,21567,1250,0,10,33667,0,0,1269,1,58,0,0,0,0,0,1,0,0,1,0,0,0,0
40,31698,543,3,16,29013,48,1,398,0,1,2,0,0,0,22,22,5823,1902,38249,13332,2641,0,5,24917,0,0,899,0,54,0,1,0,1,0,0,0,1,0,0,1,0,0
45,47343,630,3,21,22400,36,2,383,0,2,1,0,0,0,23,18,333,1665,110214,10218,3945,0,8,99996,0,0,814,0,45,0,0,1,0,0,0,1,0,0,1,0,0,0
40,50617,595,2,18,21128,84,1,251,0,1,2,0,0,0,21,15,1088,2308,43704,3508,4218,0,0,40196,0,0,523,0,52,0,0,0,1,0,1,0,0,0,0,0,0,0
39,46420,588,3,11,16047,36,1,465,0,6,0,0,0,1,24,7,8231,479,151225,29721,3868,0,8,121504,0,0,630,0,58,0,0,1,0,0,0,0,0,0,0,0,1,0
52,71502,632,4,28,23629,48,1,535,0,3,1,0,0,0,21,1,1258,294,28179,6840,5958,0,5,21339,0,0,706,0,53,0,0,0,0,0,0,1,0,1,0,0,0,0
54,45709,584,1,31,20855,60,1,214,0,4,0,0,0,0,29,7,30964,2722,78848,16495,3809,0,1,62353,0,0,607,0,51,0,0,1,0,0,0,0,1,0,0,0,0,0
38,47017,497,3,14,11272,36,1,205,0,2,0,0,0,0,29,7,1027,3105,85947,102998,3918,0,4,1694,0,0,441,0,61,1,0,0,0,0,0,0,1,0,0,0,0,0
30,20341,584,1,8,34080,120,4,621,0,5,0,0,0,0,22,29,1826,3397,24884,2086,1695,0,3,22798,0,0,858,0,51,0,0,0,0,0,0,0,1,0,1,0,0,0
27,28742,473,2,6,49371,48,1,208,0,3,1,0,0,0,30,13,4488,1670,65919,27622,2395,0,3,38297,0,0,1838,0,60,0,0,0,0,0,0,1,0,0,0,1,0,0
44,164964,553,1,22,18358,84,3,420,0,4,2,0,0,0,17,5,7402,1109,25717,78801,13747,0,8,7996,0,0,463,0,45,0,0,1,0,0,0,0,1,0,0,0,0,1
46,29974,549,3,22,13895,84,0,535,0,1,1,0,0,0,17,13,14142,991,37431,6814,2497,0,6,30617,0,0,376,0,52,0,0,1,0,0,0,0,1,0,0,0,0,0
50,43645,564,3,27,8889,12,1,397,0,1,0,0,1,0,15,11,16672,1272,78218,55147,3637,0,6,23071,0,0,825,0,63,0,0,1,0,0,1,0,0,0,0,1,0,0
34,40420,607,1,14,46281,24,0,434,0,3,2,0,0,0,25,5,4169,3015,19441,27821,3368,0,3,1912,0,0,2422,0,54,0,0,1,0,0,0,0,1,1,0,0,0,0
39,30051,556,1,15,23590,60,1,520,0,2,0,0,0,0,13,23,8588,3895,250927,27201,2504,0,8,223726,0,0,646,0,46,0,0,0,0,0,0,1,0,0,0,0,0,0
30,43292,571,3,7,26030,60,3,539,0,4,1,0,0,0,24,6,732,1913,60888,24095,3607,0,2,36793,0,0,725,0,61,0,0,1,0,0,0,0,0,1,0,0,0,0
37,60662,591,1,13,25521,24,2,495,0,4,1,0,0,0,17,7,4364,719,954090,37391,5055,0,4,916699,0,0,1298,0,42,1,0,0,1,0,0,0,1,0,1,0,0,1
37,61529,462,3,15,27348,12,2,176,0,5,1,0,0,0,20,5,3831,1456,50814,10871,5127,0,3,39943,0,0,2638,0,63,0,1,0,1,0,0,0,1,0,0,1,0,0
48,40248,523,1,25,23170,48,0,261,0,7,1,0,0,1,20,24,4699,6184,121472,30236,3354,0,3,91236,0,0,836,0,57,0,0,1,0,0,0,0,0,0,0,0,0,0
32,31898,469,1,11,32912,60,0,151,0,3,0,0,0,0,21,23,6534,1266,97479,5961,2658,0,5,91518,0,0,1051,0,57,0,0,0,1,0,0,1,0,0,0,0,0,0
34,44975,462,1,12,35781,36,3,309,0,5,1,0,0,0,25,28,2128,652,89673,25450,3747,0,4,64223,0,0,1511,0,49,0,0,0,1,0,0,0,1,0,0,1,0,0
29,56115,593,3,8,24026,36,0,803,0,6,1,0,0,0,32,13,348,899,24055,74254,4676,0,5,3563,0,0,936,0,59,0,0,0,1,0,0,1,0,1,0,0,0,0
21,29534,528,1,0,22540,60,1,398,0,3,1,0,0,0,31,4,7533,1110,88894,10520,2461,0,10,78374,0,0,679,0,54,0,0,1,0,0,0,0,0,1,0,0,0,0
45,81833,528,3,21,12799,72,0,328,0,2,0,0,0,0,33,29,1171,1347,87454,29780,6819,0,5,57674,0,0,345,0,43,0,0,0,0,0,0,0,0,1,0,0,0,1
46,30329,569,1,21,19493,36,0,435,0,2,1,0,0,0,19,15,6234,368,380061,36491,2527,0,5,343570,0,0,745,0,51,0,1,1,0,0,0,0,0,0,0,0,0,0
52,23098,523,4,30,35383,60,0,531,0,2,1,0,0,0,20,17,5572,1159,82836,4010,1924,0,6,78826,0,0,1037,0,50,0,0,0,1,0,0,0,0,0,0,0,1,0
41,51854,580,2,21,17382,48,0,603,0,2,3,0,0,0,19,9,2712,1575,156968,44113,4321,0,8,112855,0,0,520,0,37,0,0,0,1,0,0,1,0,0,1,0,0,1
32,18397,484,2,10,14272,60,3,235,0,4,1,0,0,0,28,18,26237,959,128769,31782,1533,0,6,96987,0,0,457,0,57,0,0,0,0,0,0,0,1,0,0,0,1,0
54,99856,649,1,31,19057,60,0,139,0,4,1,0,0,0,19,25,4939,911,98514,5350,8321,0,7,93164,0,0,502,0,37,0,0,0,0,0,0,0,1,0,1,0,0,1
44,41767,630,1,22,44620,36,2,430,0,3,1,0,0,0,26,15,5151,236,9893,10331,3480,0,2,9754,0,0,1694,0,54,0,0,1,0,0,1,0,0,0,0,1,0,0
37,29490,554,2,16,15563,96,0,435,0,2,0,0,0,0,28,22,23718,767,157061,28234,2457,0,7,128827,0,0,396,0,49,0,0,1,0,0,0,0,0,0,1,0,0,0
59,24851,488,4,34,26721,36,0,483,0,3,1,0,0,0,26,4,2109,14016,201966,11797,2070,0,7,190169,0,0,1165,0,57,0,0,1,0,0,0,0,0,1,0,0,0,0
33,42519,565,1,14,11413,48,4,481,0,3,1,0,0,1,17,10,13086,1450,134594,33632,3543,0,5,100962,0,0,351,0,60,0,0,1,0,0,0,0,1,1,0,0,0,0
37,37869,586,4,15,15285,60,0,442,0,5,0,0,0,0,23,28,3499,271,73219,16123,3155,0,5,57096,0,0,469,0,54,1,0,0,1,0,0,1,0,0,1,0,0,0
28,58373,511,1,5,9385,96,1,670,0,0,3,0,0,0,22,11,3620,6212,89351,13319,4864,0,1,76032,0,0,261,0,59,1,0,0,0,0,0,0,1,1,0,0,0,0
48,52786,541,3,24,7749,24,2,344,0,2,1,0,0,0,26,25,1997,517,65976,45018,4398,0,0,20958,0,0,390,0,40,0,0,1,0,0,0,0,1,1,0,0,0,1
28,71601,584,4,2,24527,48,1,238,0,3,1,0,0,0,21,9,2568,802,196140,24382,5966,0,7,171758,0,0,770,0,38,0,0,0,0,0,0,0,0,0,1,0,0,1
53,49339,534,2,28,23336,24,2,272,0,4,3,0,0,0,23,9,2962,1488,57830,8293,4111,0,4,49537,0,0,1230,0,54,0,0,0,1,0,0,0,0,0,0,0,1,0
35,129281,643,4,12,8440,60,3,407,0,2,0,0,1,0,29,12,2018,684,91022,6416,10773,0,5,84606,0,0,219,0,47,0,0,0,1,0,0,0,1,0,0,0,0,1
56,48462,612,4,34,18267,60,3,627,0,7,1,0,0,0,28,25,2436,217,154993,3263,4038,0,1,151730,0,0,469,0,35,0,0,1,0,0,1,0,0,0,0,0,0,1
42,58438,637,2,18,7873,60,1,294,0,3,2,0,0,0,18,29,5448,1037,80664,28874,4869,0,5,51790,0,0,199,0,35,0,0,1,0,0,0,0,0,0,1,0,0,1
46,15000,616,3,21,22198,72,0,200,0,3,1,0,0,0,30,3,19516,2362,100803,15683,1250,0,6,85120,0,0,527,0,49,0,0,1,0,0,0,0,0,0,0,1,0,0
39,41920,613,3,16,16285,72,2,369,0,2,1,0,0,0,21,13,29615,352,49943,59153,3493,0,5,9547,0,0,405,0,48,0,0,0,1,0,0,0,1,0,1,0,0,0
28,30735,548,1,9,23915,48,0,702,0,6,4,0,0,1,23,3,2398,5207,83755,17054,2561,0,4,66701,0,0,782,0,58,0,0,1,0,0,1,0,0,1,0,0,0,0
31,15000,583,2,9,24308,60,4,502,0,2,1,0,0,0,29,2,2637,922,72732,16944,1250,0,4,55788,0,0,715,0,53,0,0,0,1,0,0,0,0,0,0,0,1,0
49,56627,643,3,29,26105,12,1,664,0,2,1,0,0,0,22,23,2437,270,40385,13454,4718,0,6,26931,0,0,2411,0,52,0,1,1,0,0,0,0,0,0,1,0,0,0
27,22715,557,2,4,27521,24,3,832,0,2,2,0,0,0,27,16,1307,634,41276,22206,1892,0,4,19070,0,0,1431,1,56,0,0,1,0,0,0,0,0,0,0,1,0,0
47,57319,586,1,29,16782,48,1,625,0,2,1,0,0,0,26,13,1939,3623,83307,7037,4776,0,5,76270,0,0,568,0,49,0,0,1,0,0,0,0,1,0,0,1,0,0
40,37689,539,4,19,9281,60,1,352,0,5,2,0,0,0,28,3,1542,538,45967,11758,3140,0,5,34209,0,0,281,0,56,0,0,0,0,1,0,0,1,0,0,1,0,0
26,31513,613,4,7,32806,84,4,650,0,4,0,0,1,0,25,18,2511,1556,170941,13951,2626,0,11,156990,0,0,825,0,60,1,0,1,0,0,0,0,0,0,0,0,1,0
52,32568,521,1,28,27624,48,1,257,0,4,0,0,1,1,25,26,1768,323,169596,161959,2714,0,5,7637,0,0,975,0,74,0,0,1,0,0,0,0,0,0,0,0,0,0
18,32097,586,3,0,35206,60,2,662,0,4,2,0,0,0,24,14,611,1091,40962,2852,2674,0,6,38110,0,0,1035,0,58,0,0,0,1,0,0,0,1,1,0,0,0,0
35,41520,580,3,13,27912,60,2,948,0,4,1,0,0,0,25,15,3533,7112,39327,22699,3460,0,3,16628,0,0,814,0,55,0,0,1,0,0,1,0,0,1,0,0,0,0
42,45089,577,2,22,28692,60,0,529,0,3,1,0,0,0,32,17,24348,474,24822,9224,3757,0,6,15598,0,0,825,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0
35,79315,582,1,12,11581,108,0,260,0,4,0,0,0,0,25,14,5380,459,25326,22537,6609,0,6,2789,0,0,266,0,58,0,0,0,1,0,0,0,0,0,0,1,0,0
41,41482,501,1,16,15842,24,1,105,0,5,2,0,0,1,26,29,1590,332,77258,5636,3456,0,5,71622,0,0,831,0,54,0,0,1,0,0,0,0,1,0,0,1,0,0
37,66321,576,1,12,15031,60,0,317,0,2,1,0,0,0,25,3,10504,2161,20564,69003,5526,0,9,4034,0,0,449,0,55,0,0,0,1,0,0,0,1,1,0,0,0,0
39,26559,599,1,15,21703,60,2,514,0,5,1,0,0,0,19,26,13432,2813,24986,18080,2213,0,1,6906,0,0,611,0,55,0,0,1,0,0,0,0,1,0,0,1,0,0
34,51685,596,4,13,20718,72,3,740,0,3,1,0,0,0,20,20,2603,1177,109740,22189,4307,0,3,87551,0,0,533,0,51,0,0,0,0,1,0,0,0,0,0,1,0,0
34,74345,618,4,13,25436,36,1,484,0,7,0,0,0,0,29,5,3650,1241,142224,64700,6195,0,5,77524,0,0,962,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0
53,51933,569,1,30,16799,48,0,317,0,5,1,0,0,0,27,11,5562,216,87933,38146,4327,0,6,49787,0,0,532,0,56,0,0,0,1,0,0,0,0,0,0,1,0,0
19,18769,489,2,0,25968,24,0,670,0,3,3,0,0,1,32,14,4430,321,61516,56448,1564,0,3,5068,0,0,1408,1,62,0,0,1,0,0,0,0,1,0,0,0,0,0
36,64297,598,4,13,31534,12,4,466,0,2,2,0,0,0,23,6,23485,2030,190127,77293,5358,0,3,112834,0,0,2871,0,47,0,0,1,0,0,0,1,0,0,0,0,0,0
40,50296,471,4,17,18480,36,0,255,0,1,1,0,0,0,36,16,12923,212,16375,12199,4191,0,5,4176,0,0,769,0,52,0,0,1,0,0,0,0,0,1,0,0,0,0
44,38865,498,1,20,10185,60,2,266,0,3,0,0,0,0,30,27,1741,100,76579,50224,3238,0,6,26355,0,0,317,0,56,0,1,0,1,0,0,0,0,0,1,0,0,0
